strain_collection_id,strain_id,plate,row,colum,plate_control,strain_collection_notes,excluded
mata-deletion2021-384,blank,1,2,2,TRUE,NA,FALSE
mata-deletion2021-384,rec338,1,2,4,TRUE,NA,FALSE
mata-deletion2021-384,rec339,1,2,6,TRUE,NA,FALSE
mata-deletion2021-384,rec340,1,2,8,TRUE,NA,FALSE
mata-deletion2021-384,rec341,1,2,10,TRUE,NA,FALSE
mata-deletion2021-384,rec345,1,2,12,TRUE,NA,FALSE
mata-deletion2021-384,rec346,1,2,14,TRUE,NA,FALSE
mata-deletion2021-384,rec347,1,2,16,TRUE,NA,FALSE
mata-deletion2021-384,rec348,1,2,18,TRUE,NA,FALSE
mata-deletion2021-384,rec349,1,2,20,TRUE,NA,FALSE
mata-deletion2021-384,rec351,1,2,22,TRUE,NA,FALSE
mata-deletion2021-384,rec352,1,2,24,TRUE,NA,FALSE
mata-deletion2021-384,rec354,1,4,2,TRUE,NA,FALSE
mata-deletion2021-384,rec355,1,4,4,TRUE,NA,FALSE
mata-deletion2021-384,rec356,1,4,6,TRUE,NA,FALSE
mata-deletion2021-384,rec357,1,4,8,TRUE,NA,FALSE
mata-deletion2021-384,rec359,1,4,10,TRUE,NA,FALSE
mata-deletion2021-384,rec360,1,4,12,TRUE,NA,FALSE
mata-deletion2021-384,rec361,1,4,14,TRUE,NA,FALSE
mata-deletion2021-384,rec363,1,4,16,TRUE,NA,FALSE
mata-deletion2021-384,rec364,1,4,18,TRUE,NA,FALSE
mata-deletion2021-384,rec366,1,4,20,TRUE,NA,FALSE
mata-deletion2021-384,rec367,1,4,22,TRUE,NA,FALSE
mata-deletion2021-384,rec369,1,4,24,TRUE,NA,FALSE
mata-deletion2021-384,rec370,1,6,2,TRUE,NA,FALSE
mata-deletion2021-384,rec371,1,6,4,TRUE,NA,FALSE
mata-deletion2021-384,rec374,1,6,6,TRUE,NA,FALSE
mata-deletion2021-384,rec377,1,6,8,TRUE,NA,FALSE
mata-deletion2021-384,rec378,1,6,10,TRUE,NA,FALSE
mata-deletion2021-384,rec379,1,6,12,TRUE,NA,FALSE
mata-deletion2021-384,rec380,1,6,14,TRUE,NA,FALSE
mata-deletion2021-384,rec381,1,6,16,TRUE,NA,FALSE
mata-deletion2021-384,rec382,1,6,18,TRUE,NA,FALSE
mata-deletion2021-384,rec385,1,6,20,TRUE,NA,FALSE
mata-deletion2021-384,rec386,1,6,22,TRUE,NA,FALSE
mata-deletion2021-384,rec387,1,6,24,TRUE,NA,FALSE
mata-deletion2021-384,rec388,1,8,2,TRUE,NA,FALSE
mata-deletion2021-384,rec389,1,8,4,TRUE,NA,FALSE
mata-deletion2021-384,rec390,1,8,6,TRUE,NA,FALSE
mata-deletion2021-384,rec391,1,8,8,TRUE,NA,FALSE
mata-deletion2021-384,rec393,1,8,10,TRUE,NA,FALSE
mata-deletion2021-384,rec394,1,8,12,TRUE,NA,FALSE
mata-deletion2021-384,rec395,1,8,14,TRUE,NA,FALSE
mata-deletion2021-384,rec397,1,8,16,TRUE,NA,FALSE
mata-deletion2021-384,rec398,1,8,18,TRUE,NA,FALSE
mata-deletion2021-384,rec399,1,8,20,TRUE,NA,FALSE
mata-deletion2021-384,rec400,1,8,22,TRUE,NA,FALSE
mata-deletion2021-384,rec401,1,8,24,TRUE,NA,FALSE
mata-deletion2021-384,rec402,1,10,2,TRUE,NA,FALSE
mata-deletion2021-384,rec403,1,10,4,TRUE,NA,FALSE
mata-deletion2021-384,rec405,1,10,6,TRUE,NA,FALSE
mata-deletion2021-384,rec407,1,10,8,TRUE,NA,FALSE
mata-deletion2021-384,rec408,1,10,10,TRUE,NA,FALSE
mata-deletion2021-384,rec413,1,10,12,TRUE,NA,FALSE
mata-deletion2021-384,rec414,1,10,14,TRUE,NA,FALSE
mata-deletion2021-384,rec415,1,10,16,TRUE,NA,FALSE
mata-deletion2021-384,rec417,1,10,18,TRUE,NA,FALSE
mata-deletion2021-384,rec418,1,10,20,TRUE,NA,FALSE
mata-deletion2021-384,rec419,1,10,22,TRUE,NA,FALSE
mata-deletion2021-384,rec420,1,10,24,TRUE,NA,FALSE
mata-deletion2021-384,rec421,1,12,2,TRUE,NA,FALSE
mata-deletion2021-384,rec422,1,12,4,TRUE,NA,FALSE
mata-deletion2021-384,rec423,1,12,6,TRUE,NA,FALSE
mata-deletion2021-384,rec425,1,12,8,TRUE,NA,FALSE
mata-deletion2021-384,rec426,1,12,10,TRUE,NA,FALSE
mata-deletion2021-384,rec427,1,12,12,TRUE,NA,FALSE
mata-deletion2021-384,rec428,1,12,14,TRUE,NA,FALSE
mata-deletion2021-384,rec429,1,12,16,TRUE,NA,FALSE
mata-deletion2021-384,rec430,1,12,18,TRUE,NA,FALSE
mata-deletion2021-384,rec431,1,12,20,TRUE,NA,FALSE
mata-deletion2021-384,rec1489,1,12,22,TRUE,NA,FALSE
mata-deletion2021-384,rec1490,1,12,24,TRUE,NA,FALSE
mata-deletion2021-384,rec1493,1,14,2,TRUE,NA,FALSE
mata-deletion2021-384,rec1494,1,14,4,TRUE,NA,FALSE
mata-deletion2021-384,rec1497,1,14,6,TRUE,NA,FALSE
mata-deletion2021-384,rec1498,1,14,8,TRUE,NA,FALSE
mata-deletion2021-384,rec1500,1,14,10,TRUE,NA,FALSE
mata-deletion2021-384,rec1501,1,14,12,TRUE,NA,FALSE
mata-deletion2021-384,rec1502,1,14,14,TRUE,NA,FALSE
mata-deletion2021-384,rec1503,1,14,16,TRUE,NA,FALSE
mata-deletion2021-384,rec1504,1,14,18,TRUE,NA,FALSE
mata-deletion2021-384,rec1505,1,14,20,TRUE,NA,FALSE
mata-deletion2021-384,rec1507,1,14,22,TRUE,NA,FALSE
mata-deletion2021-384,rec1508,1,14,24,TRUE,NA,FALSE
mata-deletion2021-384,rec1509,1,16,2,TRUE,NA,FALSE
mata-deletion2021-384,blank,1,16,4,TRUE,NA,FALSE
mata-deletion2021-384,rec1511,1,16,6,TRUE,NA,FALSE
mata-deletion2021-384,rec1512,1,16,8,TRUE,NA,FALSE
mata-deletion2021-384,rec1513,1,16,10,TRUE,NA,FALSE
mata-deletion2021-384,rec1514,1,16,12,TRUE,NA,FALSE
mata-deletion2021-384,rec1516,1,16,14,TRUE,NA,FALSE
mata-deletion2021-384,rec1517,1,16,16,TRUE,NA,FALSE
mata-deletion2021-384,rec1520,1,16,18,TRUE,NA,FALSE
mata-deletion2021-384,rec1521,1,16,20,TRUE,NA,FALSE
mata-deletion2021-384,rec1526,1,16,22,TRUE,NA,FALSE
mata-deletion2021-384,rec1527,1,16,24,TRUE,NA,FALSE
mata-deletion2021-384,rec1528,2,2,1,TRUE,NA,FALSE
mata-deletion2021-384,blank,2,2,3,TRUE,NA,FALSE
mata-deletion2021-384,rec1529,2,2,5,TRUE,NA,FALSE
mata-deletion2021-384,rec1530,2,2,7,TRUE,NA,FALSE
mata-deletion2021-384,rec1531,2,2,9,TRUE,NA,FALSE
mata-deletion2021-384,rec1533,2,2,11,TRUE,NA,FALSE
mata-deletion2021-384,rec1534,2,2,13,TRUE,NA,FALSE
mata-deletion2021-384,rec1535,2,2,15,TRUE,NA,FALSE
mata-deletion2021-384,rec1539,2,2,17,TRUE,NA,FALSE
mata-deletion2021-384,rec1540,2,2,19,TRUE,NA,FALSE
mata-deletion2021-384,rec1541,2,2,21,TRUE,NA,FALSE
mata-deletion2021-384,rec1542,2,2,23,TRUE,NA,FALSE
mata-deletion2021-384,rec1543,2,4,1,TRUE,NA,FALSE
mata-deletion2021-384,rec1544,2,4,3,TRUE,NA,FALSE
mata-deletion2021-384,rec1545,2,4,5,TRUE,NA,FALSE
mata-deletion2021-384,rec1546,2,4,7,TRUE,NA,FALSE
mata-deletion2021-384,rec1548,2,4,9,TRUE,NA,FALSE
mata-deletion2021-384,rec1549,2,4,11,TRUE,NA,FALSE
mata-deletion2021-384,rec1550,2,4,13,TRUE,NA,FALSE
mata-deletion2021-384,rec1551,2,4,15,TRUE,NA,FALSE
mata-deletion2021-384,rec1556,2,4,17,TRUE,NA,FALSE
mata-deletion2021-384,rec1558,2,4,19,TRUE,NA,FALSE
mata-deletion2021-384,rec1559,2,4,21,TRUE,NA,FALSE
mata-deletion2021-384,rec1566,2,4,23,TRUE,NA,FALSE
mata-deletion2021-384,rec1567,2,6,1,TRUE,NA,FALSE
mata-deletion2021-384,rec1568,2,6,3,TRUE,NA,FALSE
mata-deletion2021-384,rec1569,2,6,5,TRUE,NA,FALSE
mata-deletion2021-384,rec1570,2,6,7,TRUE,NA,FALSE
mata-deletion2021-384,rec1571,2,6,9,TRUE,NA,FALSE
mata-deletion2021-384,rec1572,2,6,11,TRUE,NA,FALSE
mata-deletion2021-384,rec1573,2,6,13,TRUE,NA,FALSE
mata-deletion2021-384,rec1574,2,6,15,TRUE,NA,FALSE
mata-deletion2021-384,rec1575,2,6,17,TRUE,NA,FALSE
mata-deletion2021-384,rec1576,2,6,19,TRUE,NA,FALSE
mata-deletion2021-384,rec1578,2,6,21,TRUE,NA,FALSE
mata-deletion2021-384,rec1579,2,6,23,TRUE,NA,FALSE
mata-deletion2021-384,rec1580,2,8,1,TRUE,NA,FALSE
mata-deletion2021-384,rec1582,2,8,3,TRUE,NA,FALSE
mata-deletion2021-384,rec1583,2,8,5,TRUE,NA,FALSE
mata-deletion2021-384,rec2653,2,8,7,TRUE,NA,FALSE
mata-deletion2021-384,rec2654,2,8,9,TRUE,NA,FALSE
mata-deletion2021-384,rec2655,2,8,11,TRUE,NA,FALSE
mata-deletion2021-384,rec2657,2,8,13,TRUE,NA,FALSE
mata-deletion2021-384,rec2658,2,8,15,TRUE,NA,FALSE
mata-deletion2021-384,rec2659,2,8,17,TRUE,NA,FALSE
mata-deletion2021-384,rec2660,2,8,19,TRUE,NA,FALSE
mata-deletion2021-384,rec2664,2,8,21,TRUE,NA,FALSE
mata-deletion2021-384,rec2665,2,8,23,TRUE,NA,FALSE
mata-deletion2021-384,rec2666,2,10,1,TRUE,NA,FALSE
mata-deletion2021-384,rec2667,2,10,3,TRUE,NA,FALSE
mata-deletion2021-384,rec2668,2,10,5,TRUE,NA,FALSE
mata-deletion2021-384,rec2669,2,10,7,TRUE,NA,FALSE
mata-deletion2021-384,rec2670,2,10,9,TRUE,NA,FALSE
mata-deletion2021-384,rec2672,2,10,11,TRUE,NA,FALSE
mata-deletion2021-384,rec2673,2,10,13,TRUE,NA,FALSE
mata-deletion2021-384,rec2674,2,10,15,TRUE,NA,FALSE
mata-deletion2021-384,rec2675,2,10,17,TRUE,NA,FALSE
mata-deletion2021-384,rec2676,2,10,19,TRUE,NA,FALSE
mata-deletion2021-384,rec2678,2,10,21,TRUE,NA,FALSE
mata-deletion2021-384,rec2679,2,10,23,TRUE,NA,FALSE
mata-deletion2021-384,rec2680,2,12,1,TRUE,NA,FALSE
mata-deletion2021-384,rec2681,2,12,3,TRUE,NA,FALSE
mata-deletion2021-384,rec2683,2,12,5,TRUE,NA,FALSE
mata-deletion2021-384,rec2684,2,12,7,TRUE,NA,FALSE
mata-deletion2021-384,rec2685,2,12,9,TRUE,NA,FALSE
mata-deletion2021-384,rec2688,2,12,11,TRUE,NA,FALSE
mata-deletion2021-384,rec2690,2,12,13,TRUE,NA,FALSE
mata-deletion2021-384,rec2691,2,12,15,TRUE,NA,FALSE
mata-deletion2021-384,rec2692,2,12,17,TRUE,NA,FALSE
mata-deletion2021-384,rec2693,2,12,19,TRUE,NA,FALSE
mata-deletion2021-384,rec2694,2,12,21,TRUE,NA,FALSE
mata-deletion2021-384,rec2695,2,12,23,TRUE,NA,FALSE
mata-deletion2021-384,rec2696,2,14,1,TRUE,NA,FALSE
mata-deletion2021-384,rec2698,2,14,3,TRUE,NA,FALSE
mata-deletion2021-384,rec2700,2,14,5,TRUE,NA,FALSE
mata-deletion2021-384,rec2701,2,14,7,TRUE,NA,FALSE
mata-deletion2021-384,rec2702,2,14,9,TRUE,NA,FALSE
mata-deletion2021-384,rec2703,2,14,11,TRUE,NA,FALSE
mata-deletion2021-384,rec2704,2,14,13,TRUE,NA,FALSE
mata-deletion2021-384,rec2705,2,14,15,TRUE,NA,FALSE
mata-deletion2021-384,rec2706,2,14,17,TRUE,NA,FALSE
mata-deletion2021-384,rec2707,2,14,19,TRUE,NA,FALSE
mata-deletion2021-384,rec2708,2,14,21,TRUE,NA,FALSE
mata-deletion2021-384,rec2709,2,14,23,TRUE,NA,FALSE
mata-deletion2021-384,rec2710,2,16,1,TRUE,NA,FALSE
mata-deletion2021-384,blank,2,16,3,TRUE,NA,FALSE
mata-deletion2021-384,rec2713,2,16,5,TRUE,NA,FALSE
mata-deletion2021-384,rec2715,2,16,7,TRUE,NA,FALSE
mata-deletion2021-384,rec2718,2,16,9,TRUE,NA,FALSE
mata-deletion2021-384,rec2719,2,16,11,TRUE,NA,FALSE
mata-deletion2021-384,rec2720,2,16,13,TRUE,NA,FALSE
mata-deletion2021-384,rec2722,2,16,15,TRUE,NA,FALSE
mata-deletion2021-384,rec2723,2,16,17,TRUE,NA,FALSE
mata-deletion2021-384,rec2724,2,16,19,TRUE,NA,FALSE
mata-deletion2021-384,rec2725,2,16,21,TRUE,NA,FALSE
mata-deletion2021-384,rec2729,2,16,23,TRUE,NA,FALSE
mata-deletion2021-384,rec2730,3,1,2,TRUE,NA,FALSE
mata-deletion2021-384,rec2731,3,1,4,TRUE,NA,FALSE
mata-deletion2021-384,blank,3,1,6,TRUE,NA,FALSE
mata-deletion2021-384,rec2732,3,1,8,TRUE,NA,FALSE
mata-deletion2021-384,rec2733,3,1,10,TRUE,NA,FALSE
mata-deletion2021-384,rec2734,3,1,12,TRUE,NA,FALSE
mata-deletion2021-384,rec2735,3,1,14,TRUE,NA,FALSE
mata-deletion2021-384,rec2736,3,1,16,TRUE,NA,FALSE
mata-deletion2021-384,rec481,3,1,18,TRUE,NA,FALSE
mata-deletion2021-384,rec482,3,1,20,TRUE,NA,FALSE
mata-deletion2021-384,rec483,3,1,22,TRUE,NA,FALSE
mata-deletion2021-384,rec484,3,1,24,TRUE,NA,FALSE
mata-deletion2021-384,rec486,3,3,2,TRUE,NA,FALSE
mata-deletion2021-384,rec487,3,3,4,TRUE,NA,FALSE
mata-deletion2021-384,rec488,3,3,6,TRUE,NA,FALSE
mata-deletion2021-384,rec489,3,3,8,TRUE,NA,FALSE
mata-deletion2021-384,rec490,3,3,10,TRUE,NA,FALSE
mata-deletion2021-384,rec491,3,3,12,TRUE,NA,FALSE
mata-deletion2021-384,rec492,3,3,14,TRUE,NA,FALSE
mata-deletion2021-384,rec507,3,3,16,TRUE,NA,FALSE
mata-deletion2021-384,rec508,3,3,18,TRUE,NA,FALSE
mata-deletion2021-384,rec509,3,3,20,TRUE,NA,FALSE
mata-deletion2021-384,rec510,3,3,22,TRUE,NA,FALSE
mata-deletion2021-384,rec511,3,3,24,TRUE,NA,FALSE
mata-deletion2021-384,rec512,3,5,2,TRUE,NA,FALSE
mata-deletion2021-384,rec513,3,5,4,TRUE,NA,FALSE
mata-deletion2021-384,rec514,3,5,6,TRUE,NA,FALSE
mata-deletion2021-384,rec515,3,5,8,TRUE,NA,FALSE
mata-deletion2021-384,rec516,3,5,10,TRUE,NA,FALSE
mata-deletion2021-384,rec517,3,5,12,TRUE,NA,FALSE
mata-deletion2021-384,rec518,3,5,14,TRUE,NA,FALSE
mata-deletion2021-384,rec519,3,5,16,TRUE,NA,FALSE
mata-deletion2021-384,rec520,3,5,18,TRUE,NA,FALSE
mata-deletion2021-384,rec521,3,5,20,TRUE,NA,FALSE
mata-deletion2021-384,rec523,3,5,22,TRUE,NA,FALSE
mata-deletion2021-384,rec524,3,5,24,TRUE,NA,FALSE
mata-deletion2021-384,rec534,3,7,2,TRUE,NA,FALSE
mata-deletion2021-384,rec536,3,7,4,TRUE,NA,FALSE
mata-deletion2021-384,rec537,3,7,6,TRUE,NA,FALSE
mata-deletion2021-384,rec538,3,7,8,TRUE,NA,FALSE
mata-deletion2021-384,rec539,3,7,10,TRUE,NA,FALSE
mata-deletion2021-384,rec540,3,7,12,TRUE,NA,FALSE
mata-deletion2021-384,rec543,3,7,14,TRUE,NA,FALSE
mata-deletion2021-384,rec544,3,7,16,TRUE,NA,FALSE
mata-deletion2021-384,rec545,3,7,18,TRUE,NA,FALSE
mata-deletion2021-384,rec547,3,7,20,TRUE,NA,FALSE
mata-deletion2021-384,rec549,3,7,22,TRUE,NA,FALSE
mata-deletion2021-384,rec553,3,7,24,TRUE,NA,FALSE
mata-deletion2021-384,rec554,3,9,2,TRUE,NA,FALSE
mata-deletion2021-384,rec555,3,9,4,TRUE,NA,FALSE
mata-deletion2021-384,rec556,3,9,6,TRUE,NA,FALSE
mata-deletion2021-384,rec557,3,9,8,TRUE,NA,FALSE
mata-deletion2021-384,rec559,3,9,10,TRUE,NA,FALSE
mata-deletion2021-384,rec560,3,9,12,TRUE,NA,FALSE
mata-deletion2021-384,rec561,3,9,14,TRUE,NA,FALSE
mata-deletion2021-384,rec562,3,9,16,TRUE,NA,FALSE
mata-deletion2021-384,rec563,3,9,18,TRUE,NA,FALSE
mata-deletion2021-384,rec567,3,9,20,TRUE,NA,FALSE
mata-deletion2021-384,rec568,3,9,22,TRUE,NA,FALSE
mata-deletion2021-384,rec569,3,9,24,TRUE,NA,FALSE
mata-deletion2021-384,rec570,3,11,2,TRUE,NA,FALSE
mata-deletion2021-384,rec571,3,11,4,TRUE,NA,FALSE
mata-deletion2021-384,rec572,3,11,6,TRUE,NA,FALSE
mata-deletion2021-384,rec573,3,11,8,TRUE,NA,FALSE
mata-deletion2021-384,rec574,3,11,10,TRUE,NA,FALSE
mata-deletion2021-384,rec575,3,11,12,TRUE,NA,FALSE
mata-deletion2021-384,rec577,3,11,14,TRUE,NA,FALSE
mata-deletion2021-384,rec578,3,11,16,TRUE,NA,FALSE
mata-deletion2021-384,rec581,3,11,18,TRUE,NA,FALSE
mata-deletion2021-384,rec582,3,11,20,TRUE,NA,FALSE
mata-deletion2021-384,rec583,3,11,22,TRUE,NA,FALSE
mata-deletion2021-384,rec584,3,11,24,TRUE,NA,FALSE
mata-deletion2021-384,rec585,3,13,2,TRUE,NA,FALSE
mata-deletion2021-384,rec586,3,13,4,TRUE,NA,FALSE
mata-deletion2021-384,rec587,3,13,6,TRUE,NA,FALSE
mata-deletion2021-384,rec589,3,13,8,TRUE,NA,FALSE
mata-deletion2021-384,rec590,3,13,10,TRUE,NA,FALSE
mata-deletion2021-384,rec591,3,13,12,TRUE,NA,FALSE
mata-deletion2021-384,rec592,3,13,14,TRUE,NA,FALSE
mata-deletion2021-384,rec593,3,13,16,TRUE,NA,FALSE
mata-deletion2021-384,rec594,3,13,18,TRUE,NA,FALSE
mata-deletion2021-384,rec595,3,13,20,TRUE,NA,FALSE
mata-deletion2021-384,rec596,3,13,22,TRUE,NA,FALSE
mata-deletion2021-384,rec597,3,13,24,TRUE,NA,FALSE
mata-deletion2021-384,rec598,3,15,2,TRUE,NA,FALSE
mata-deletion2021-384,blank,3,15,4,TRUE,NA,FALSE
mata-deletion2021-384,rec599,3,15,6,TRUE,NA,FALSE
mata-deletion2021-384,rec600,3,15,8,TRUE,NA,FALSE
mata-deletion2021-384,rec601,3,15,10,TRUE,NA,FALSE
mata-deletion2021-384,rec602,3,15,12,TRUE,NA,FALSE
mata-deletion2021-384,rec604,3,15,14,TRUE,NA,FALSE
mata-deletion2021-384,rec605,3,15,16,TRUE,NA,FALSE
mata-deletion2021-384,rec606,3,15,18,TRUE,NA,FALSE
mata-deletion2021-384,rec607,3,15,20,TRUE,NA,FALSE
mata-deletion2021-384,rec608,3,15,22,TRUE,NA,FALSE
mata-deletion2021-384,rec610,3,15,24,TRUE,NA,FALSE
mata-deletion2021-384,rec611,4,1,1,TRUE,NA,FALSE
mata-deletion2021-384,rec612,4,1,3,TRUE,NA,FALSE
mata-deletion2021-384,rec615,4,1,5,TRUE,NA,FALSE
mata-deletion2021-384,blank,4,1,7,TRUE,NA,FALSE
mata-deletion2021-384,rec616,4,1,9,TRUE,NA,FALSE
mata-deletion2021-384,rec617,4,1,11,TRUE,NA,FALSE
mata-deletion2021-384,rec618,4,1,13,TRUE,NA,FALSE
mata-deletion2021-384,rec620,4,1,15,TRUE,NA,FALSE
mata-deletion2021-384,rec721,4,1,17,TRUE,NA,FALSE
mata-deletion2021-384,rec722,4,1,19,TRUE,NA,FALSE
mata-deletion2021-384,rec724,4,1,21,TRUE,NA,FALSE
mata-deletion2021-384,rec725,4,1,23,TRUE,NA,FALSE
mata-deletion2021-384,rec726,4,3,1,TRUE,NA,FALSE
mata-deletion2021-384,rec728,4,3,3,TRUE,NA,FALSE
mata-deletion2021-384,rec729,4,3,5,TRUE,NA,FALSE
mata-deletion2021-384,rec731,4,3,7,TRUE,NA,FALSE
mata-deletion2021-384,rec732,4,3,9,TRUE,NA,FALSE
mata-deletion2021-384,rec733,4,3,11,TRUE,NA,FALSE
mata-deletion2021-384,rec734,4,3,13,TRUE,NA,FALSE
mata-deletion2021-384,rec735,4,3,15,TRUE,NA,FALSE
mata-deletion2021-384,rec737,4,3,17,TRUE,NA,FALSE
mata-deletion2021-384,rec738,4,3,19,TRUE,NA,FALSE
mata-deletion2021-384,rec739,4,3,21,TRUE,NA,FALSE
mata-deletion2021-384,rec741,4,3,23,TRUE,NA,FALSE
mata-deletion2021-384,rec742,4,5,1,TRUE,NA,FALSE
mata-deletion2021-384,rec744,4,5,3,TRUE,NA,FALSE
mata-deletion2021-384,rec745,4,5,5,TRUE,NA,FALSE
mata-deletion2021-384,rec746,4,5,7,TRUE,NA,FALSE
mata-deletion2021-384,rec747,4,5,9,TRUE,NA,FALSE
mata-deletion2021-384,rec749,4,5,11,TRUE,NA,FALSE
mata-deletion2021-384,rec750,4,5,13,TRUE,NA,FALSE
mata-deletion2021-384,rec752,4,5,15,TRUE,NA,FALSE
mata-deletion2021-384,rec753,4,5,17,TRUE,NA,FALSE
mata-deletion2021-384,rec756,4,5,19,TRUE,NA,FALSE
mata-deletion2021-384,rec758,4,5,21,TRUE,NA,FALSE
mata-deletion2021-384,rec759,4,5,23,TRUE,NA,FALSE
mata-deletion2021-384,rec760,4,7,1,TRUE,NA,FALSE
mata-deletion2021-384,rec761,4,7,3,TRUE,NA,FALSE
mata-deletion2021-384,rec762,4,7,5,TRUE,NA,FALSE
mata-deletion2021-384,rec763,4,7,7,TRUE,NA,FALSE
mata-deletion2021-384,rec764,4,7,9,TRUE,NA,FALSE
mata-deletion2021-384,rec765,4,7,11,TRUE,NA,FALSE
mata-deletion2021-384,rec767,4,7,13,TRUE,NA,FALSE
mata-deletion2021-384,rec768,4,7,15,TRUE,NA,FALSE
mata-deletion2021-384,rec769,4,7,17,TRUE,NA,FALSE
mata-deletion2021-384,rec771,4,7,19,TRUE,NA,FALSE
mata-deletion2021-384,rec772,4,7,21,TRUE,NA,FALSE
mata-deletion2021-384,rec773,4,7,23,TRUE,NA,FALSE
mata-deletion2021-384,rec774,4,9,1,TRUE,NA,FALSE
mata-deletion2021-384,rec775,4,9,3,TRUE,NA,FALSE
mata-deletion2021-384,rec776,4,9,5,TRUE,NA,FALSE
mata-deletion2021-384,rec777,4,9,7,TRUE,NA,FALSE
mata-deletion2021-384,rec778,4,9,9,TRUE,NA,FALSE
mata-deletion2021-384,rec779,4,9,11,TRUE,NA,FALSE
mata-deletion2021-384,rec780,4,9,13,TRUE,NA,FALSE
mata-deletion2021-384,rec781,4,9,15,TRUE,NA,FALSE
mata-deletion2021-384,rec782,4,9,17,TRUE,NA,FALSE
mata-deletion2021-384,rec784,4,9,19,TRUE,NA,FALSE
mata-deletion2021-384,rec785,4,9,21,TRUE,NA,FALSE
mata-deletion2021-384,rec787,4,9,23,TRUE,NA,FALSE
mata-deletion2021-384,rec788,4,11,1,TRUE,NA,FALSE
mata-deletion2021-384,rec790,4,11,3,TRUE,NA,FALSE
mata-deletion2021-384,rec791,4,11,5,TRUE,NA,FALSE
mata-deletion2021-384,rec792,4,11,7,TRUE,NA,FALSE
mata-deletion2021-384,rec793,4,11,9,TRUE,NA,FALSE
mata-deletion2021-384,rec796,4,11,11,TRUE,NA,FALSE
mata-deletion2021-384,rec800,4,11,13,TRUE,NA,FALSE
mata-deletion2021-384,rec801,4,11,15,TRUE,NA,FALSE
mata-deletion2021-384,rec802,4,11,17,TRUE,NA,FALSE
mata-deletion2021-384,rec805,4,11,19,TRUE,NA,FALSE
mata-deletion2021-384,rec807,4,11,21,TRUE,NA,FALSE
mata-deletion2021-384,rec808,4,11,23,TRUE,NA,FALSE
mata-deletion2021-384,rec809,4,13,1,TRUE,NA,FALSE
mata-deletion2021-384,rec810,4,13,3,TRUE,NA,FALSE
mata-deletion2021-384,rec811,4,13,5,TRUE,NA,FALSE
mata-deletion2021-384,rec812,4,13,7,TRUE,NA,FALSE
mata-deletion2021-384,rec814,4,13,9,TRUE,NA,FALSE
mata-deletion2021-384,rec816,4,13,11,TRUE,NA,FALSE
mata-deletion2021-384,rec817,4,13,13,TRUE,NA,FALSE
mata-deletion2021-384,rec818,4,13,15,TRUE,NA,FALSE
mata-deletion2021-384,rec819,4,13,17,TRUE,NA,FALSE
mata-deletion2021-384,rec820,4,13,19,TRUE,NA,FALSE
mata-deletion2021-384,rec823,4,13,21,TRUE,NA,FALSE
mata-deletion2021-384,rec824,4,13,23,TRUE,NA,FALSE
mata-deletion2021-384,rec827,4,15,1,TRUE,NA,FALSE
mata-deletion2021-384,blank,4,15,3,TRUE,NA,FALSE
mata-deletion2021-384,rec828,4,15,5,TRUE,NA,FALSE
mata-deletion2021-384,rec829,4,15,7,TRUE,NA,FALSE
mata-deletion2021-384,rec830,4,15,9,TRUE,NA,FALSE
mata-deletion2021-384,rec831,4,15,11,TRUE,NA,FALSE
mata-deletion2021-384,rec832,4,15,13,TRUE,NA,FALSE
mata-deletion2021-384,rec833,4,15,15,TRUE,NA,FALSE
mata-deletion2021-384,rec834,4,15,17,TRUE,NA,FALSE
mata-deletion2021-384,rec835,4,15,19,TRUE,NA,FALSE
mata-deletion2021-384,rec836,4,15,21,TRUE,NA,FALSE
mata-deletion2021-384,rec837,4,15,23,TRUE,NA,FALSE
mata-deletion2021-384,rec838,5,2,2,TRUE,NA,FALSE
mata-deletion2021-384,rec839,5,2,4,TRUE,NA,FALSE
mata-deletion2021-384,rec840,5,2,6,TRUE,NA,FALSE
mata-deletion2021-384,rec841,5,2,8,TRUE,NA,FALSE
mata-deletion2021-384,blank,5,2,10,TRUE,NA,FALSE
mata-deletion2021-384,rec842,5,2,12,TRUE,NA,FALSE
mata-deletion2021-384,rec843,5,2,14,TRUE,NA,FALSE
mata-deletion2021-384,rec844,5,2,16,TRUE,NA,FALSE
mata-deletion2021-384,rec845,5,2,18,TRUE,NA,FALSE
mata-deletion2021-384,rec847,5,2,20,TRUE,NA,FALSE
mata-deletion2021-384,rec848,5,2,22,TRUE,NA,FALSE
mata-deletion2021-384,rec7372,5,2,24,TRUE,NA,FALSE
mata-deletion2021-384,rec850,5,4,2,TRUE,NA,FALSE
mata-deletion2021-384,rec851,5,4,4,TRUE,NA,FALSE
mata-deletion2021-384,rec852,5,4,6,TRUE,NA,FALSE
mata-deletion2021-384,rec853,5,4,8,TRUE,NA,FALSE
mata-deletion2021-384,rec855,5,4,10,TRUE,NA,FALSE
mata-deletion2021-384,rec858,5,4,12,TRUE,NA,FALSE
mata-deletion2021-384,rec859,5,4,14,TRUE,NA,FALSE
mata-deletion2021-384,rec860,5,4,16,TRUE,NA,FALSE
mata-deletion2021-384,rec861,5,4,18,TRUE,NA,FALSE
mata-deletion2021-384,rec862,5,4,20,TRUE,NA,FALSE
mata-deletion2021-384,rec864,5,4,22,TRUE,NA,FALSE
